url,label
Mondoweiss (mondoweiss.net),questionable sources
Monterey Times (montereytimes.com),questionable sources
MoonBattery (moonbattery.com),questionable sources
MoveOn (front.moveon.org),questionable sources
MSMLies.com,questionable sources
My Right American (myrightamerica.com),questionable sources
Naples Standard (naplesstandard.com),questionable sources
Nature Coast Times (naturecoasttimes.com),questionable sources
Navarro Report (navarroreport.com),questionable sources
National Alliance (natall.com),questionable sources
National Economics Editorial (http://www.nationaleconomicseditorial.com/),questionable sources
National Enquirer (www.nationalenquirer.com),questionable sources
National Policy Institute,questionable sources
National Rifle Association (home.nra.org),questionable sources
National Right to Life Committee (nrlc.org),questionable sources
National Vanguard (nationalvanguard.org),questionable sources
Natural State News (naturalstatenews.com),questionable sources
Naugatuck Times (naugatucktimes.com),questionable sources
NC Florida News (ncfloridanews.com),questionable sources
NC Georgia News (ncgeorgianews.com),questionable sources
NE Alabama News (nealabamanews.com),questionable sources
NE Atlanta News (neatlantanews.com),questionable sources
NE Cali News (necalinews.com),questionable sources
NE Colorado News (necoloradonews.com),questionable sources
NE Connecticut News (neconnnews.com),questionable sources
NE Florida News (nefloridanews.com),questionable sources
NE Sacramento News (nesacramentonews.com),questionable sources
NE Valley Times (nevalleytimes.com),questionable sources
New Nation News (www.newnation.org),questionable sources
News18-India (news18.com),questionable sources
News Blaze (newsblaze.com),questionable sources
News Break (newsbreak.com),questionable sources
News Heist (newsheist.com),questionable sources
News Hour First (newshourfirst.com),questionable sources
News Punch (newspunch.com),questionable sources
News Pushed (newspushed.com),questionable sources
NewsReady (newsready.com),questionable sources
News Rescue (newsrescue.com),questionable sources
Newsservis.com,questionable sources
News with Views (www.newswithviews.com),questionable sources
NewsAmmo (newsammo.com),questionable sources
Newsmax (www.newsmax.com),questionable sources
Newsner (en.newsner.com),questionable sources
Newsview (newsview.gr),questionable sources
NewsWars (newswars.com),questionable sources
Next News Network,questionable sources
NOQ Report (noqreport.com),questionable sources
Nordic Monitor (nordicmonitor.com),questionable sources
North Alaska News (northalaskanews.com),questionable sources
North Birmingham Times (northbirminghamtimes.com),questionable sources
North Broward News (northbrowardnews.com),questionable sources
North Central Arkansas News (ncarkansasnews.com),questionable sources
North Coast California News (northcoastcanews.com),questionable sources
North Inland News (northinlandnews.com),questionable sources
North Jefferson County News (northjeffconews.com),questionable sources
North Lake Times (northlaketimes.com),questionable sources
North Little Rock Times (northlittlerocktimes.com),questionable sources
North Miami-Dade News (northmianews.com),questionable sources
North OC Times (northoctimes.com),questionable sources
North Orlando News (northorlandonews.com),questionable sources
North Palm Beach Today (northpalmbeachtoday.com),questionable sources
North Panhandle News (northpanhandlenews.com),questionable sources
North Pima News (northpimanews.com),questionable sources
North Pinellas News (northpinellasnews.com),questionable sources
North Sacramento Today (northsactoday.com),questionable sources
North New Castle News (northnewcastlenews.com),questionable sources
North SFV Today (northsfvtoday.com),questionable sources
North SGV News (northsgvnews.com),questionable sources
Not Allowed To (notallowedto.com),questionable sources
Now8News (now8news.com),questionable sources
NowThisNews (nowthisnews.com),questionable sources
NPR.News,questionable sources
NRL News Today (nationalrighttolifenews.org),questionable sources
NTD.TV (New Tang Dynasty) (www.ntd.tv),questionable sources
NW Alabama News (nwalabamanews.com),questionable sources
NW Arkansas News (nwarkansasnews.com),questionable sources
NW Connecticut News (nwconnnews.com),questionable sources
NW LA Times (nwlatimes.com),questionable sources
NW Riverside News (nwriversidenews.com),questionable sources
NW Valley Times (nwvalleytimes.com),questionable sources
Oakland City Wire (oaklandcitywire.com),questionable sources
Oath Keepers (www.oathkeepers.org),questionable sources
Objectivist (objectivist.co),questionable sources
Ocala Standard (ocalastandard.com),questionable sources
Occupy Democrats (occupydemocrats.com),questionable sources
Okeechobee Times (okeechobeetimes.com),questionable sources
Orlando Standard (orlandostandard.com),questionable sources
Outraged Patriot (outragedpatriot.com),questionable sources
Overpasses for America (overpassesforamerica.com),questionable sources
Pacific Pundit (www.pacificpundit.com),questionable sources
Palm Coast Times (palmcoasttimes.com),questionable sources
Panama City Reporter (panamacityreporter.com),questionable sources
Parler (parler.com),questionable sources
Pasco Reporter (pascoreporter.com),questionable sources
Patribotics Blog (patribotics.blog),questionable sources
Patriot Beat (https://patriotbeat.com),questionable sources
Patriot Crier,questionable sources
Patriot Fires (http://www.patriotfires.com/),questionable sources
Patriot Journal (patriotjournal.org),questionable sources
Patriot Report (patriotreport.com),questionable sources
Patriotic Viral News (patrioticviralnews.com),questionable sources
PC Must Die News (pcmustdie.com),questionable sources
PeaceData (peacedata.net),questionable sources
Pensacola Times (pensacolatimes.com),questionable sources
Perez Hilton (perezhilton.com),questionable sources
Personal Liberty,questionable sources
PHX Reporter (phxreporter.com),questionable sources
Pinal Today (pinaltoday.com),questionable sources
Pinellas Times (pinellastimes.com),questionable sources
PJ Media (pjmedia.com),questionable sources
PM Nightly News (pmnightlynews.com),questionable sources
Polipace,questionable sources
Political Flare (politicalflare.com),questionable sources
Political Insider (www.thepoliticalinsider.com),questionable sources
Political Mayhem News (politicalmayhem.news),questionable sources
Political State (https://politicalstate.org/),questionable sources
Politifact News (www.politifact.news),questionable sources
Polk Times (polktimes.com),questionable sources
Pomona Valley News (pomonavalleynews.com),questionable sources
Population Research Institute (pop.org),questionable sources
Populist.Press,questionable sources
Powdered Wig Society (powderedwigsociety.com),questionable sources
PragerU (www.prageru.com),questionable sources
Pravda Report (pravdareport.com),questionable sources
Press Corp (presscorp.org),questionable sources
Press TV (www.presstv.com),questionable sources
Prideof-America.org (http://www.prideof-america.org/),questionable sources
Prntly (prntly.com),questionable sources
Progress Tribune (http://progresstribune.com/),questionable sources
Project Veritas (projectveritas.com),questionable sources
Proto Thema (en.protothema.gr),questionable sources
Pro Trump News (protrumpnews.com/),questionable sources
Pulaski Times (pulaskitimes.com),questionable sources
Puppet String News (www.puppetstringnews.com),questionable sources
Quillette (quillette.com),questionable sources
Rational Ground (rationalground.com),questionable sources
Raw Conservative Opinions (rawconservativeopinions.com),questionable sources
Real Conservatives Unite (realconservativesunite.com),questionable sources
Red Blue Divide (redbluedivide.com),questionable sources
Redding Today (reddingtoday.com),questionable sources
Red Ice TV (redice.tv),questionable sources
Red Orbit (www.redorbit.com),questionable sources
Red State Watcher (redstatewatcher.com),questionable sources
RedState,questionable sources
Redwood Empire News (redwoodempirenews.com),questionable sources
Reed Cooper News (https://www.reedcooper.net),questionable sources
Renew America (www.renewamerica.com),questionable sources
Republican National Committee (RNC) (gop.com),questionable sources
Revolver.News,questionable sources
Righter Way (righterway.com),questionable sources
Right Alerts (http://rightalerts.com/),questionable sources
Right Side Broadcasting Network (rsbnetwork.com),questionable sources
Right Side News (rightwingnews.com),questionable sources
Right Wing Tribune,questionable sources
River Region Times (riverregiontimes.com),questionable sources
Rodong Sinmun (North Korea),questionable sources
RT News (www.rt.com),questionable sources
Rudaw (rudaw.net),questionable sources
Rumble (rumble.com),questionable sources
Ruptly (ruptly.tv),questionable sources
RushLimbaugh.com,questionable sources
Russia Insider (russia-insider.com),questionable sources
Russia News Agency-TASS (tass.com),questionable sources
Ruth Institute (www.ruthinstitute.org),questionable sources
Sacramento Standard (sacramentostandard.com),questionable sources
San Diego City Wire (sandiegocitywire.com),questionable sources
San Francisco Sun (sanfransun.com),questionable sources
San Joaquin Times (sanjoaquintimes.com),questionable sources
San Jose Standard (sanjosestandard.com),questionable sources
Santa Clara Today (santaclaratoday.com),questionable sources
Santa Cruz Standard (santacruzstandard.com),questionable sources
San Mateo Sun (sanmateosun.com),questionable sources
Santa Monica Observer (www.smobserved.com),questionable sources
Sarasota Review (sarasotareview.com),questionable sources
SC Alaska News (scalaskanews.com),questionable sources
SC Connecticut News (scconnnews.com),questionable sources
SE Alaska News (sealaskanews.com),questionable sources
SE Arizona News (searizonanews.com),questionable sources
Secure America Now (www.secureamericanow.org),questionable sources
SE Colorado News (secoloradonews.com),questionable sources
SE Connecticut News (seconnnews.com),questionable sources
SE Denver News (sedenvernews.com),questionable sources
SE LA Times (selatimes.com),questionable sources
SFV Today (sfvtoday.com),questionable sources
SGV Standard (sgvstandard.com),questionable sources
Shafaq News (shafaaq.com),questionable sources
Sharia Watch UK (https://shariawatch.org.uk),questionable sources
Shoals Today (shoalstoday.com),questionable sources
SHTFplan.com (www.shtfplan.com),questionable sources
Sick Chirpse (www.sickchirpse.com),questionable sources
SkepticInk (www.skepticink.com),questionable sources
SLO Reporter (sloreporter.com),questionable sources
Sohu.com,questionable sources
Solono Sun (solanosun.com),questionable sources
South Africa Today (southafricatoday.net),questionable sources
South Alameda News (southalamedanews.com),questionable sources
South Bay Leader (southbayleader.com),questionable sources
South Bay SD News (southbaysdnews.com),questionable sources
Sons of 1776 (sonsof1776.com),questionable sources
South Alabama Times (southalabamatimes.com),questionable sources
South Broward News (southbrowardnews.com),questionable sources
South Jefferson County News (southjeffconews.com),questionable sources
South Lake Today (southlaketoday.com),questionable sources
South Miami Dade News (southmianews.com),questionable sources
South New Castle News (southnewcastlenews.com),questionable sources
South Orlando News (southorlandonews.com),questionable sources
South Palm Beach Today (southpalmbeachtoday.com),questionable sources
South Pinellas Times (southpinellastimes.com),questionable sources
South Sacramento Today (southsactoday.com),questionable sources
South SF Bay News (southsfbaynews.com),questionable sources
South SGV News (southsgvnews.com),questionable sources
Spring Times (springstimes.com),questionable sources
Speisa (http://speisa.com/),questionable sources
Sputnik (sputniknews.com),questionable sources
St. Pete Standard (stpetestandard.com),questionable sources
Stanislaus News (stanislausnews.com),questionable sources
Stares at the World (www.staresattheworld.com),questionable sources
State of the Nation (stateofthenation.co),questionable sources
Steadfast and Loyal (steadfastandloyal.com),questionable sources
Stone Cold Truth (stonecoldtruth.com),questionable sources
Stopping Socialism (stoppingsocialism.com),questionable sources
South Birmingham Times (southbirminghamtimes.com),questionable sources
South OC Times (southoctimes.com),questionable sources
South Pima News (southpimanews.com),questionable sources
South SFV Today (southsfvtoday.com),questionable sources
Stranger than Fiction News (stfnreport.com),questionable sources
Strategic Culture Foundation (www.strategic-culture.org),questionable sources
Students for Trump (trumpstudents.org),questionable sources
Studio News Network (https://studionewsnetwork.com),questionable sources
Summit News,questionable sources
Sumter Times (sumtertimes.com),questionable sources
Sunshine Sentinel (sunshinesentinel.com),questionable sources
SurvivalBlog.com (https://survivalblog.com/),questionable sources
Sussex Review (sussexreview.com),questionable sources
SwampDrain.com (swampdrain.com),questionable sources
Swarajya (swarajyamag.com),questionable sources
SW Alaska News (swalaskanews.com),questionable sources
SW Arizona News (swarizonanews.com),questionable sources
SW Arkansas Times (swarkansastimes.com),questionable sources
SW Colorado News (swcoloradonews.com),questionable sources
SW Connecticut News (swconnnews.com),questionable sources
SW Riverside News (swriversidenews.com),questionable sources
SW Valley Times (swvalleytimes.com),questionable sources
Syria News,questionable sources
Taki’s Magazine (takimag.com),questionable sources
Tallahassee Sun (tallahasseesun.com),questionable sources
Tampa Republic (tamparepublic.com),questionable sources
Tasnim News Agency (www.tasnimnews.com),questionable sources
TB Daily News (tbdailynews.com),questionable sources
Tea Party Inc. (www.teaparty.org),questionable sources
Tea Party Patriots (www.teapartypatriots.org),questionable sources
TechStartups (techstartups.com),questionable sources
Teddy Stick (teddystick.com),questionable sources
Telesur (www.telesurtv.net),questionable sources
The African Exponent,questionable sources
The American Mirror (theamericanmirror.com),questionable sources
The Angry Patriot (www.angrypatriotmovement.com),questionable sources
The Bearded Patriot (thebeardedpatriot.com),questionable sources
The Beltway Report (thebeltwayreport.com/),questionable sources
The BL (thebl.com),questionable sources
The Blacksphere (theblacksphere.net),questionable sources
The Blaze (www.theblaze.com),questionable sources
The Boston Tribune,questionable sources
The Buffalo Chronicle,questionable sources
The Conservative Brief (www.theconservativebrief.com),questionable sources
The Conservative Central (theconservativecentral.com),questionable sources
The Conservative Papers (conservativepapers.com),questionable sources
The Constitution,questionable sources
The Daily Bell (www.thedailybell.com),questionable sources
The Daily Star (thedailystar.com),questionable sources
The Daily Wire (www.dailywire.com),questionable sources
The DC Clothesline (www.dcclothesline.com),questionable sources
The DC Patriot (thedcpatriot.com),questionable sources
TheDonald.Win,questionable sources
The Duran (theduran.com),questionable sources
The Economic Times (economictimes.indiatimes.com),questionable sources
The Epoch Times (www.theepochtimes.com),questionable sources
The Federalist (thefederalist.com),questionable sources
The Federalist Papers Project (thefederalistpapers.org),questionable sources
The Federation for American Immigration Reform (www.fairus.org),questionable sources
The Freedom Times (thefreedomtimes.com),questionable sources
The Free Patriot (thefreepatriot.org),questionable sources
The Free Telegraph (freetelegraph.com),questionable sources
The Frisky (www.thefrisky.com),questionable sources
The Gateway Pundit (www.thegatewaypundit.com),questionable sources
The Horn (thehornnews.com),questionable sources
The LA Post (thelapost.com),questionable sources
The Last Refuge (theconservativetreehouse.com),questionable sources
The Last Resistance (lastresistance.com),questionable sources
The Laugh Club (thelaughclub.net),questionable sources
The Liberty Daily (thelibertydaily.com),questionable sources
